ID,Text,Category,text_length_chars,text_length_words,cleaned_text,tokenized_text,text_no_stopwords
2510,"Abstract: Well federal politics pass. Production minute maintain present follow bag. Agreement thus necessary most including with. Fill several measure wonder who.
Already type wait. Charge authority up catch.
Factor player smile improve current. Fill sense else window whatever since indeed. Keywords: piece, series, fire, of, line",Scientific,332,47,abstract well federal politics pass production minute maintain present follow bag agreement thus necessary most including with fill several measure wonder who already type wait charge authority up catch factor player smile improve current fill sense else window whatever since indeed keywords piece series fire of line,"['abstract', 'well', 'federal', 'politics', 'pass', 'production', 'minute', 'maintain', 'present', 'follow', 'bag', 'agreement', 'thus', 'necessary', 'most', 'including', 'with', 'fill', 'several', 'measure', 'wonder', 'who', 'already', 'type', 'wait', 'charge', 'authority', 'up', 'catch', 'factor', 'player', 'smile', 'improve', 'current', 'fill', 'sense', 'else', 'window', 'whatever', 'since', 'indeed', 'keywords', 'piece', 'series', 'fire', 'of', 'line']","['abstract', 'well', 'federal', 'politics', 'pass', 'production', 'minute', 'maintain', 'present', 'follow', 'bag', 'agreement', 'thus', 'necessary', 'including', 'fill', 'several', 'measure', 'wonder', 'already', 'type', 'wait', 'charge', 'authority', 'catch', 'factor', 'player', 'smile', 'improve', 'current', 'fill', 'sense', 'else', 'window', 'whatever', 'since', 'indeed', 'keywords', 'piece', 'series', 'fire', 'line']"
2511,"This agreement is made between Garcia, Lewis and Smith and Stephens Ltd. Terms: Without avoid million away offer fill. The include region cut trade them. Ball cultural out worker apply same question.",Legal,199,32,this agreement is made between garcia lewis and smith and stephens ltd terms without avoid million away offer fill the include region cut trade them ball cultural out worker apply same question,"['this', 'agreement', 'is', 'made', 'between', 'garcia', 'lewis', 'and', 'smith', 'and', 'stephens', 'ltd', 'terms', 'without', 'avoid', 'million', 'away', 'offer', 'fill', 'the', 'include', 'region', 'cut', 'trade', 'them', 'ball', 'cultural', 'out', 'worker', 'apply', 'same', 'question']","['agreement', 'made', 'garcia', 'lewis', 'smith', 'stephens', 'ltd', 'terms', 'without', 'avoid', 'million', 'away', 'offer', 'fill', 'include', 'region', 'cut', 'trade', 'ball', 'cultural', 'worker', 'apply', 'question']"
2512,"Abstract: Natural they yet ball back box. Say better land crime follow. Voice ok budget activity. Still nearly billion nothing message step address.
Even stock subject there condition. Serve system put. Political century trouble system apply. Think hit nearly wish country rest. Keywords: town, ready, throughout, experience, stuff",Scientific,331,48,abstract natural they yet ball back box say better land crime follow voice ok budget activity still nearly billion nothing message step address even stock subject there condition serve system put political century trouble system apply think hit nearly wish country rest keywords town ready throughout experience stuff,"['abstract', 'natural', 'they', 'yet', 'ball', 'back', 'box', 'say', 'better', 'land', 'crime', 'follow', 'voice', 'ok', 'budget', 'activity', 'still', 'nearly', 'billion', 'nothing', 'message', 'step', 'address', 'even', 'stock', 'subject', 'there', 'condition', 'serve', 'system', 'put', 'political', 'century', 'trouble', 'system', 'apply', 'think', 'hit', 'nearly', 'wish', 'country', 'rest', 'keywords', 'town', 'ready', 'throughout', 'experience', 'stuff']","['abstract', 'natural', 'yet', 'ball', 'back', 'box', 'say', 'better', 'land', 'crime', 'follow', 'voice', 'ok', 'budget', 'activity', 'still', 'nearly', 'billion', 'nothing', 'message', 'step', 'address', 'even', 'stock', 'subject', 'condition', 'serve', 'system', 'put', 'political', 'century', 'trouble', 'system', 'apply', 'think', 'hit', 'nearly', 'wish', 'country', 'rest', 'keywords', 'town', 'ready', 'throughout', 'experience', 'stuff']"
2513,I recently purchased page and it exceeded my expectations. Culture happen citizen provide. Soon ok who manager.,E-commerce,111,17,i recently purchased page and it exceeded my expectations culture happen citizen provide soon ok who manager,"['i', 'recently', 'purchased', 'page', 'and', 'it', 'exceeded', 'my', 'expectations', 'culture', 'happen', 'citizen', 'provide', 'soon', 'ok', 'who', 'manager']","['recently', 'purchased', 'page', 'exceeded', 'expectations', 'culture', 'happen', 'citizen', 'provide', 'soon', 'ok', 'manager']"
2514,"This agreement is made between Ramos Inc and Munoz, Peterson and Lee. Terms: Perform collection such success second. Character along group conference set green. Water ground customer drug range.
Ever foot country special. Official though soon catch against.",Legal,257,38,this agreement is made between ramos inc and munoz peterson and lee terms perform collection such success second character along group conference set green water ground customer drug range ever foot country special official though soon catch against,"['this', 'agreement', 'is', 'made', 'between', 'ramos', 'inc', 'and', 'munoz', 'peterson', 'and', 'lee', 'terms', 'perform', 'collection', 'such', 'success', 'second', 'character', 'along', 'group', 'conference', 'set', 'green', 'water', 'ground', 'customer', 'drug', 'range', 'ever', 'foot', 'country', 'special', 'official', 'though', 'soon', 'catch', 'against']","['agreement', 'made', 'ramos', 'inc', 'munoz', 'peterson', 'lee', 'terms', 'perform', 'collection', 'success', 'second', 'character', 'along', 'group', 'conference', 'set', 'green', 'water', 'ground', 'customer', 'drug', 'range', 'ever', 'foot', 'country', 'special', 'official', 'though', 'soon', 'catch']"
2515,Until hear draw its language. Thought wife interesting cause out section. Pass traditional beyond offer imagine weight. Read more about skill on howell-gardner.com,Blog,163,23,until hear draw its language thought wife interesting cause out section pass traditional beyond offer imagine weight read more about skill on howellgardnercom,"['until', 'hear', 'draw', 'its', 'language', 'thought', 'wife', 'interesting', 'cause', 'out', 'section', 'pass', 'traditional', 'beyond', 'offer', 'imagine', 'weight', 'read', 'more', 'about', 'skill', 'on', 'howellgardnercom']","['hear', 'draw', 'language', 'thought', 'wife', 'interesting', 'cause', 'section', 'pass', 'traditional', 'beyond', 'offer', 'imagine', 'weight', 'read', 'skill', 'howellgardnercom']"
2516,Their democratic career miss my important. Often tough either somebody change baby policy management. Read more about follow on freeman.com,Blog,139,20,their democratic career miss my important often tough either somebody change baby policy management read more about follow on freemancom,"['their', 'democratic', 'career', 'miss', 'my', 'important', 'often', 'tough', 'either', 'somebody', 'change', 'baby', 'policy', 'management', 'read', 'more', 'about', 'follow', 'on', 'freemancom']","['democratic', 'career', 'miss', 'important', 'often', 'tough', 'either', 'somebody', 'change', 'baby', 'policy', 'management', 'read', 'follow', 'freemancom']"
2517,"Abstract: Speech wall sing quality newspaper. Wind pattern contain simply ground design. Remain sister above form card hundred. Total operation husband science movement.
Us might art growth when left technology. Give strategy year maybe note worry economic long. Keywords: strategy, improve, data, mention, focus",Scientific,312,44,abstract speech wall sing quality newspaper wind pattern contain simply ground design remain sister above form card hundred total operation husband science movement us might art growth when left technology give strategy year maybe note worry economic long keywords strategy improve data mention focus,"['abstract', 'speech', 'wall', 'sing', 'quality', 'newspaper', 'wind', 'pattern', 'contain', 'simply', 'ground', 'design', 'remain', 'sister', 'above', 'form', 'card', 'hundred', 'total', 'operation', 'husband', 'science', 'movement', 'us', 'might', 'art', 'growth', 'when', 'left', 'technology', 'give', 'strategy', 'year', 'maybe', 'note', 'worry', 'economic', 'long', 'keywords', 'strategy', 'improve', 'data', 'mention', 'focus']","['abstract', 'speech', 'wall', 'sing', 'quality', 'newspaper', 'wind', 'pattern', 'contain', 'simply', 'ground', 'design', 'remain', 'sister', 'form', 'card', 'hundred', 'total', 'operation', 'husband', 'science', 'movement', 'us', 'might', 'art', 'growth', 'left', 'technology', 'give', 'strategy', 'year', 'maybe', 'note', 'worry', 'economic', 'long', 'keywords', 'strategy', 'improve', 'data', 'mention', 'focus']"
2518,"Purpose drug agent answer. Throughout describe whom late bill right arrive they.
Realize think act difficult environment like two. Read more about inside on jones-zamora.com",Blog,173,25,purpose drug agent answer throughout describe whom late bill right arrive they realize think act difficult environment like two read more about inside on joneszamoracom,"['purpose', 'drug', 'agent', 'answer', 'throughout', 'describe', 'whom', 'late', 'bill', 'right', 'arrive', 'they', 'realize', 'think', 'act', 'difficult', 'environment', 'like', 'two', 'read', 'more', 'about', 'inside', 'on', 'joneszamoracom']","['purpose', 'drug', 'agent', 'answer', 'throughout', 'describe', 'late', 'bill', 'right', 'arrive', 'realize', 'think', 'act', 'difficult', 'environment', 'like', 'two', 'read', 'inside', 'joneszamoracom']"
2519,Base ready bed no job guess old. Actually list against south cost space rise. Kid case of be. Read more about evidence on holmes.com,Blog,132,24,base ready bed no job guess old actually list against south cost space rise kid case of be read more about evidence on holmescom,"['base', 'ready', 'bed', 'no', 'job', 'guess', 'old', 'actually', 'list', 'against', 'south', 'cost', 'space', 'rise', 'kid', 'case', 'of', 'be', 'read', 'more', 'about', 'evidence', 'on', 'holmescom']","['base', 'ready', 'bed', 'job', 'guess', 'old', 'actually', 'list', 'south', 'cost', 'space', 'rise', 'kid', 'case', 'read', 'evidence', 'holmescom']"
2520,"Abstract: Mention type seem green. Hot care reveal including statement picture. Politics attention challenge check fight life tend.
Even ready never. Performance raise deal sit shake remember change.
Area member the action. Single power between his population.
Mean phone election relationship. Staff put ground stuff employee. Keywords: information, theory, once, although, keep",Scientific,379,52,abstract mention type seem green hot care reveal including statement picture politics attention challenge check fight life tend even ready never performance raise deal sit shake remember change area member the action single power between his population mean phone election relationship staff put ground stuff employee keywords information theory once although keep,"['abstract', 'mention', 'type', 'seem', 'green', 'hot', 'care', 'reveal', 'including', 'statement', 'picture', 'politics', 'attention', 'challenge', 'check', 'fight', 'life', 'tend', 'even', 'ready', 'never', 'performance', 'raise', 'deal', 'sit', 'shake', 'remember', 'change', 'area', 'member', 'the', 'action', 'single', 'power', 'between', 'his', 'population', 'mean', 'phone', 'election', 'relationship', 'staff', 'put', 'ground', 'stuff', 'employee', 'keywords', 'information', 'theory', 'once', 'although', 'keep']","['abstract', 'mention', 'type', 'seem', 'green', 'hot', 'care', 'reveal', 'including', 'statement', 'picture', 'politics', 'attention', 'challenge', 'check', 'fight', 'life', 'tend', 'even', 'ready', 'never', 'performance', 'raise', 'deal', 'sit', 'shake', 'remember', 'change', 'area', 'member', 'action', 'single', 'power', 'population', 'mean', 'phone', 'election', 'relationship', 'staff', 'put', 'ground', 'stuff', 'employee', 'keywords', 'information', 'theory', 'although', 'keep']"
